location,url_tail,walk_score,transit_score,bike_score
"11419, Richmond Hill, NY",11419-richmond-hill-ny,91,88,51
"11694, Neponsit, NY",11694-neponsit-ny,25,48,47
"10128, Hell's Kitchen, NY",10128-hell-s-kitchen-ny,100,100,91
", Sunnyside, NY", -sunnyside-ny,100,95,86
"11203, Prospect-Lefferts Gardens, NY",11203-prospect-lefferts-gardens-ny,92,100,84
"11368, Jackson Heights, NY",11368-jackson-heights-ny,56,84,58
"10461, Pelham Bay, NY",10461-pelham-bay-ny,89,90,88
"11223, Bensonhurst, NY",11223-bensonhurst-ny,92,98,70
"10310, Randall Manor, NY",10310-randall-manor-ny,86,63,55
", Ridgewood, NY",#NAME?,78,78,53
"10029, Harlem, NY",10029-harlem-ny,99,100,88
"10465, Throgs Neck, NY",10465-throgs-neck-ny,73,NA,50
"10301, Todt Hill, NY",10301-todt-hill-ny,45,63,27
"10308, Great Kills, NY",10308-great-kills-ny,80,60,46
"10301, Silver Lake, NY",10301-silver-lake-ny,43,65,37
"10472, Soundview, NY",10472-soundview-ny,93,89,53
"11001, Bellerose, NY",11001-bellerose-ny,80,NA,51
"10018, Theater District, NY",10018-theater-district-ny,97,100,92
", Cobble Hill, NY",#NAME?,98,100,97
"11217, Downtown Brooklyn, NY",11217-downtown-brooklyn-ny,99,100,93
"11428, Queens Village, NY",11428-queens-village-ny,81,76,58
"11413, Laurelton, NY",11413-laurelton-ny,73,67,55
"11370, Jackson Heights, NY",11370-jackson-heights-ny,81,82,83
"11214, Gravesend, NY",11214-gravesend-ny,98,82,58
"10304, Grymes Hill, NY",10304-grymes-hill-ny,53,64,32
"11423, Holliswood, NY",11423-holliswood-ny,54,74,41
"10036, Midtown, NY",10036-midtown-ny,99,100,92
", Flatiron District, NY",#NAME?,100,100,91
", Prospect-Lefferts Gardens, NY",#NAME?,92,100,84
"10469, Pelham Gardens, NY",10469-pelham-gardens-ny,91,80,59
"10462, Parkchester, NY",10462-parkchester-ny,93,87,62
"10462, Allerton, NY",10462-allerton-ny,93,NA,69
", Prospect Heights, NY",#NAME?,99,100,94
", Downtown Brooklyn, NY",#NAME?,96,100,90
"11375, Rego Park, NY",11375-rego-park-ny,94,100,62
"11435, Jamaica, NY",11435-jamaica-ny,97,100,57
"11385, Maspeth, NY",11385-maspeth-ny,93,85,69
"10018, Upper West Side, NY",10018-upper-west-side-ny,99,100,87
"11228, Dyker Heights, NY",11228-dyker-heights-ny,90,79,53
"11422, Rosedale, NY",11422-rosedale-ny,84,67,65
"11201, Crown Heights, NY",11201-crown-heights-ny,97,100,89
"11415, Richmond Hill, NY",11415-richmond-hill-ny,95,100,60
"10036, West Village, NY",10036-west-village-ny,99,100,91
"10282, Battery Park City, NY",10282-battery-park-city-ny,99,100,89
"11101, Sunnyside, NY",11101-sunnyside-ny,93,100,82
"11210, Borough Park, NY",11210-borough-park-ny,82,91,58
"10013, Midtown, NY",10013-midtown-ny,97,100,90
"10314, Castleton Corners, NY",10314-castleton-corners-ny,93,60,45
"11203, Crown Heights, NY",11203-crown-heights-ny,88,77,53
"11102, Long Island City, NY",11102-long-island-city-ny,91,77,87
"10457, Fordham, NY",10457-fordham-ny,98,100,67
"11691, Edgemere, NY",11691-edgemere-ny,78,74,60
"11106, Ditmars Steinway, NY",11106-ditmars-steinway-ny,98,100,77
"10301, New Brighton, NY",10301-new-brighton-ny,67,67,38
", Murray Hill, NY",#NAME?,99,100,85
"10469, Baychester, NY",10469-baychester-ny,91,80,59
"11374, Forest Hills, NY",11374-forest-hills-ny,88,99,61
", Jackson Heights, NY",#NAME?,99,96,65
", Carroll Gardens, NY",#NAME?,96,93,92
"10471, Riverdale, NY",10471-riverdale-ny,51,66,36
"10451, Melrose, NY",10451-melrose-ny,94,100,70
", Upper East Side, NY",#NAME?,99,100,85
", Borough Park, NY",#NAME?,96,73,54
"11222, Prospect-Lefferts Gardens, NY",11222-prospect-lefferts-gardens-ny,92,100,84
"11379, Maspeth, NY",11379-maspeth-ny,80,67,58
"10017, Upper West Side, NY",10017-upper-west-side-ny,99,100,87
"11234, Bergen Beach, NY",11234-bergen-beach-ny,75,66,54
"11366, Flushing, NY",11366-flushing-ny,84,71,64
"11411, Cambria Heights, NY",11411-cambria-heights-ny,84,63,56
"10472, Parkchester, NY",10472-parkchester-ny,93,87,62
"10306, Richmondtown, NY",10306-richmondtown-ny,62,56,51
"10129, East Harlem, NY",10129-east-harlem-ny,98,100,82
"10002, Civic Center, NY",10002-civic-center-ny,84,71,64
"11436, South Ozone Park, NY",11436-south-ozone-park-ny,78,62,54
"10456, Claremont Village, NY",10456-claremont-village-ny,92,NA,74
"11225, East Flatbush, NY",11225-east-flatbush-ny,94,100,81
"10033, Harlem, NY",10033-harlem-ny,34,87,41
"10451, Port Morris, NY",10451-port-morris-ny,96,100,61
"10028, East Harlem, NY",10028-east-harlem-ny,100,100,85
"10457, Tremont, NY",10457-tremont-ny,94,NA,71
"10468, Fordham, NY",10468-fordham-ny,97,100,70
", Flatbush, NY",#NAME?,92,100,85
"11228, Bensonhurst, NY",11228-bensonhurst-ny,77,72,52
", South Slope, NY",#NAME?,98,100,89
"11219, Dyker Heights, NY",11219-dyker-heights-ny,93,88,62
", Financial District, NY",#NAME?,100,100,83
"10303, Howland Hook, NY",10303-howland-hook-ny,21,33,49
"10013, Lower East Side, NY",10013-lower-east-side-ny,97,100,90
"10461, Schuylerville, NY",10461-schuylerville-ny,83,83,80
"11224, Coney Island, NY",11224-coney-island-ny,87,100,67
"11429, Cambria Heights, NY",11429-cambria-heights-ny,79,70,59
"11420, Jamaica, NY",11420-jamaica-ny,85,63,53
"11433, St. Albans, NY",11433-st--albans-ny,81,100,51
"10457, Claremont Village, NY",10457-claremont-village-ny,92,NA,74
"10312, Prince's Bay, NY",10312-prince-s-bay-ny,61,60,52
"11385, Ridgewood, NY",11385-ridgewood-ny,93,85,69
"11385, Ridgewood, NY",11385-ridgewood-ny,93,85,69
"10306, Midland Beach, NY",10306-midland-beach-ny,68,56,68
"10305, South Beach, NY",10305-south-beach-ny,73,54,78
"10003, Upper East Side, NY",10003-upper-east-side-ny,99,100,85
"11435, Kew Gardens Hills, NY",11435-kew-gardens-hills-ny,82,88,67
"11214, Bath Beach, NY",11214-bath-beach-ny,98,82,58
"11218, Borough Park, NY",11218-borough-park-ny,93,94,76
"10467, Woodlawn, NY",10467-woodlawn-ny,86,NA,56
"11211, Park Slope, NY",11211-park-slope-ny,91,98,83
"11429, St. Albans, NY",11429-st--albans-ny,79,70,59
"11103, Long Island City, NY",11103-long-island-city-ny,94,96,67
"11432, Jamaica Hills, NY",11432-jamaica-hills-ny,91,100,51
"10003, Stuyvesant Town, NY",10003-stuyvesant-town-ny,98,100,96
"10308, Eltingville, NY",10308-eltingville-ny,80,60,46
"10011, Gramercy, NY",10011-gramercy-ny,100,100,85
"11427, Kew Gardens Hills, NY",11427-kew-gardens-hills-ny,73,73,29
", Kew Gardens Hills, NY",#NAME?,85,72,70
"10306, Oakwood, NY",10306-oakwood-ny,82,68,59
"11379, Elmhurst, NY",11379-elmhurst-ny,80,67,58
"11236, Bergen Beach, NY",11236-bergen-beach-ny,75,66,54
"11374, Canarsie, NY",11374-canarsie-ny,81,98,53
"10473, Castle Hill, NY",10473-castle-hill-ny,71,64,74
"11364, Bayside, NY",11364-bayside-ny,73,61,60
"11103, Ditmars Steinway, NY",11103-ditmars-steinway-ny,94,96,67
"10001, Theater District, NY",10001-theater-district-ny,97,100,92
"11216, Clinton Hill, NY",11216-clinton-hill-ny,99,100,86
"10030, East Harlem, NY",10030-east-harlem-ny,97,100,70
", Inwood, NY",#NAME?,99,97,72
"11379, Rego Park, NY",11379-rego-park-ny,80,67,58
"10465, Schuylerville, NY",10465-schuylerville-ny,83,83,80
"11201, Navy Yard, NY",11201-navy-yard-ny,47,74,89
"10462, Morris Park, NY",10462-morris-park-ny,93,87,62
"11377, Ridgewood, NY",11377-ridgewood-ny,98,95,71
", Stuyvesant Town, NY",#NAME?,95,100,75
", Tompkinsville, NY",#NAME?,78,70,33
", Fresh Meadows, NY",#NAME?,81,69,61
"10453, Fordham, NY",10453-fordham-ny,92,NA,72
"11363, Douglaston, NY",11363-douglaston-ny,58,55,37
"10312, Huguenot, NY",10312-huguenot-ny,57,56,40
"10010, Greenwich Village, NY",10010-greenwich-village-ny,98,100,89
"11228, Bath Beach, NY",11228-bath-beach-ny,77,72,52
"10466, Edenwald, NY",10466-edenwald-ny,79,NA,58
"10458, Belmont, NY",10458-belmont-ny,93,100,55
", Ditmars Steinway, NY",#NAME?,99,81,75
"10022, Upper West Side, NY",10022-upper-west-side-ny,100,100,84
"10306, Grant City, NY",10306-grant-city-ny,63,71,66
"11356, Astoria, NY",11356-astoria-ny,58,66,57
"11234, East Flatbush, NY",11234-east-flatbush-ny,88,70,59
"11207, Brownsville, NY",11207-brownsville-ny,91,100,76
"10467, Wakefield, NY",10467-wakefield-ny,83,NA,76
"10302, Port Richmond, NY",10302-port-richmond-ny,89,66,59
", Gramercy, NY",#NAME?,97,100,71
"10457, Mount Eden, NY",10457-mount-eden-ny,90,100,69
"10314, Emerson Hill, NY",10314-emerson-hill-ny,32,66,15
"11249, Greenpoint, NY",11249-greenpoint-ny,98,98,95
"11377, Jackson Heights, NY",11377-jackson-heights-ny,95,100,73
"10314, Westerleigh, NY",10314-westerleigh-ny,81,58,40
", Bay Ridge, NY",#NAME?,94,85,68
"91766, Kew Gardens Hills, NY",91766-kew-gardens-hills-ny,85,72,70
"10459, Morrisania, NY",10459-morrisania-ny,90,100,77
"10470, Wakefield, NY",10470-wakefield-ny,83,NA,39
"10128, Civic Center, NY",10128-civic-center-ny,100,100,82
"10460, East Morrisania, NY",10460-east-morrisania-ny,85,NA,79
"11218, Flatlands, NY",11218-flatlands-ny,97,86,83
"11421, Richmond Hill, NY",11421-richmond-hill-ny,92,75,44
"10308, Bay Terrace, Staten Island, NY",10308-bay-terrace--staten-island-ny,80,60,46
", Williamsbridge, NY",#NAME?,82,81,69
"11362, Little Neck, NY",11362-little-neck-ny,85,57,39
"10473, Unionport, NY",10473-unionport-ny,93,NA,61
"10007, SoHo, NY",10007-soho-ny,100,100,88
"10461, Westchester Square, NY",10461-westchester-square-ny,95,89,70
"11362, Douglaston, NY",11362-douglaston-ny,84,59,59
", Greenwich Village, NY",#NAME?,100,100,94
"10471, Kingsbridge, NY",10471-kingsbridge-ny,95,NA,69
"11434, South Ozone Park, NY",11434-south-ozone-park-ny,76,74,51
"10305, Rosebank, NY",10305-rosebank-ny,86,64,59
", Unionport, NY",#NAME?,93,NA,61
"11234, Mill Basin, NY",11234-mill-basin-ny,65,68,54
"11374, Elmhurst, NY",11374-elmhurst-ny,88,99,61
"11413, Springfield Gardens, NY",11413-springfield-gardens-ny,76,67,51
"11413, Springfield Gardens, NY",11413-springfield-gardens-ny,76,67,51
"10013, Battery Park City, NY",10013-battery-park-city-ny,99,100,86
"11423, Hollis, NY",11423-hollis-ny,78,85,25
"10452, Morris Heights, NY",10452-morris-heights-ny,98,100,74
"11426, Bellerose, NY",11426-bellerose-ny,80,NA,51
"7093, Hell's Kitchen, NY",7093-hell-s-kitchen-ny,100,100,91
"11201, Clinton Hill, NY",11201-clinton-hill-ny,95,100,98
"11231, Bushwick, NY",11231-bushwick-ny,97,100,92
"11373, Jackson Heights, NY",11373-jackson-heights-ny,98,NA,78
"10451, Longwood, NY",10451-longwood-ny,93,100,77
"10469, Pelham Bay, NY",10469-pelham-bay-ny,91,80,59
", East Elmhurst, NY",#NAME?,90,71,79
"10451, Morrisania, NY",10451-morrisania-ny,96,100,61
"10462, Van Nest, NY",10462-van-nest-ny,79,95,73
"11377, Astoria, NY",11377-astoria-ny,95,100,73
"11418, Kew Gardens, NY",11418-kew-gardens-ny,89,84,53
"11101, Greenpoint, NY",11101-greenpoint-ny,98,72,95
"11377, East Elmhurst, NY",11377-east-elmhurst-ny,95,100,73
"10025, Hell's Kitchen, NY",10025-hell-s-kitchen-ny,100,100,91
"10005, Financial District, NY",10005-financial-district-ny,100,100,82
"10005, Financial District, NY",10005-financial-district-ny,100,100,82
", Gowanus, NY",#NAME?,95,100,91
", Westerleigh, NY",#NAME?,81,58,40
", Howard Beach, NY",#NAME?,77,66,75
"10029, Upper East Side, NY",10029-upper-east-side-ny,99,100,88
", Kingsbridge, NY",#NAME?,95,NA,69
"10312, Arden Heights, NY",10312-arden-heights-ny,55,63,37
", Flatlands, NY",#NAME?,81,87,60
"10314, Bull's Head, NY",10314-bull-s-head-ny,77,59,71
", Elmhurst, NY",#NAME?,98,NA,78
"10466, Woodlawn, NY",10466-woodlawn-ny,86,93,56
"11218, Bath Beach, NY",11218-bath-beach-ny,93,94,76
"10456, Morrisania, NY",10456-morrisania-ny,91,91,77
", Little Italy, NY",#NAME?,100,100,92
"10016, Murray Hill, NY",10016-murray-hill-ny,99,100,85
"10016, Murray Hill, NY",10016-murray-hill-ny,99,100,85
"10026, Midtown, NY",10026-midtown-ny,98,100,84
"10467, Olinville, NY",10467-olinville-ny,82,100,72
", South Ozone Park, NY",#NAME?,85,63,53
"10009, Bushwick, NY",10009-bushwick-ny,95,100,87
"11223, Midwood, NY",11223-midwood-ny,92,98,70
"10009, SoHo, NY",10009-soho-ny,99,100,91
"11373, Woodside, NY",11373-woodside-ny,97,100,72
"11207, Bedford-Stuyvesant, NY",11207-bedford-stuyvesant-ny,90,100,83
"10301, Randall Manor, NY",10301-randall-manor-ny,53,54,53
"11559, Far Rockaway, NY",11559-far-rockaway-ny,74,67,61
"10018, Greenwich Village, NY",10018-greenwich-village-ny,100,100,91
"10003, Chinatown, NY",10003-chinatown-ny,100,100,88
"11417, Woodhaven, NY",11417-woodhaven-ny,87,81,51
"11692, Rockaway Beach, NY",11692-rockaway-beach-ny,83,82,75
"10468, University Heights, NY",10468-university-heights-ny,91,100,51
", Concourse, NY",#NAME?,94,100,69
"10270, Financial District, NY",10270-financial-district-ny,100,100,84
"10309, Rossville, NY",10309-rossville-ny,50,43,42
"10006, Midtown, NY",10006-midtown-ny,99,100,83
"11432, Hollis, NY",11432-hollis-ny,86,97,48
"10018, Chelsea, NY",10018-chelsea-ny,99,100,90
"11694, Breezy Point, NY",11694-breezy-point-ny,15,48,47
"10128, Sunset Park, NY",10128-sunset-park-ny,100,100,71
"10314, Willowbrook, NY",10314-willowbrook-ny,46,54,41
"10301, Grymes Hill, NY",10301-grymes-hill-ny,61,62,26
"10306, New Dorp Beach, NY",10306-new-dorp-beach-ny,23,46,52
", Springfield Gardens, NY",#NAME?,80,67,51
", Mott Haven, NY",#NAME?,95,100,79
"11235, Gravesend, NY",11235-gravesend-ny,85,77,62
"11413, Cambria Heights, NY",11413-cambria-heights-ny,73,67,55
"10004, Battery Park City, NY",10004-battery-park-city-ny,99,100,86
"10004, Battery Park City, NY",10004-battery-park-city-ny,99,100,86
"11412, Jamaica, NY",11412-jamaica-ny,80,65,54
"11428, Hollis, NY",11428-hollis-ny,81,76,58
"11230, Sheepshead Bay, NY",11230-sheepshead-bay-ny,96,90,77
", East Morrisania, NY",#NAME?,94,91,77
", Maspeth, NY",#NAME?,72,61,47
"11372, Elmhurst, NY",11372-elmhurst-ny,95,98,84
"11222, Long Island City, NY",11222-long-island-city-ny,99,76,96
", Woodside, NY",#NAME?,93,100,64
", Gravesend, NY",#NAME?,94,100,68
"11420, Richmond Hill, NY",11420-richmond-hill-ny,94,75,60
"10024, Upper West Side, NY",10024-upper-west-side-ny,100,100,86
"10024, Upper West Side, NY",10024-upper-west-side-ny,100,100,86
", Cypress Hills, NY",#NAME?,87,84,72
"11221, Ridgewood, NY",11221-ridgewood-ny,96,92,71
"10304, Todt Hill, NY",10304-todt-hill-ny,43,55,28
", Kips Bay, NY",#NAME?,100,100,89
"10013, Hell's Kitchen, NY",10013-hell-s-kitchen-ny,100,100,91
"10014, West Village, NY",10014-west-village-ny,98,100,94
"10014, West Village, NY",10014-west-village-ny,98,100,94
"10306, Dongan Hills, NY",10306-dongan-hills-ny,69,69,54
"11236, Brownsville, NY",11236-brownsville-ny,91,100,76
"10007, Tribeca, NY",10007-tribeca-ny,99,100,90
"10007, Tribeca, NY",10007-tribeca-ny,99,100,90
"11373, Rego Park, NY",11373-rego-park-ny,88,99,61
"10023, Upper West Side, NY",10023-upper-west-side-ny,100,100,87
"10023, Upper West Side, NY",10023-upper-west-side-ny,100,100,87
"10011, Chelsea, NY",10011-chelsea-ny,85,100,84
"10011, Chelsea, NY",10011-chelsea-ny,85,100,84
"10018, Midtown, NY",10018-midtown-ny,99,100,90
"10018, Midtown, NY",10018-midtown-ny,99,100,90
"10002, East Village, NY",10002-east-village-ny,97,100,94
"10002, East Village, NY",10002-east-village-ny,97,100,94
"10028, Upper East Side, NY",10028-upper-east-side-ny,100,100,85
"10028, Upper East Side, NY",10028-upper-east-side-ny,100,100,85
"10036, Hell's Kitchen, NY",10036-hell-s-kitchen-ny,99,100,92
"10036, Hell's Kitchen, NY",10036-hell-s-kitchen-ny,99,100,92
"10016, Kips Bay, NY",10016-kips-bay-ny,100,100,80
"10016, Kips Bay, NY",10016-kips-bay-ny,100,100,80
"11230, Borough Park, NY",11230-borough-park-ny,96,90,77
"10075, Upper East Side, NY",10075-upper-east-side-ny,99,100,85
"10075, Upper East Side, NY",10075-upper-east-side-ny,99,100,85
"11101, Upper East Side, NY",11101-upper-east-side-ny,93,100,82
"10457, Belmont, NY",10457-belmont-ny,94,NA,71
"10460, West Farms, NY",10460-west-farms-ny,87,NA,60
"11421, Ozone Park, NY",11421-ozone-park-ny,92,75,44
"11413, St. Albans, NY",11413-st--albans-ny,73,67,55
"11358, Fresh Meadows, NY",11358-fresh-meadows-ny,85,58,56
"10025, East Elmhurst, NY",10025-east-elmhurst-ny,100,100,88
"10003, Flatiron District, NY",10003-flatiron-district-ny,100,100,91
"11378, Middle Village, NY",11378-middle-village-ny,85,63,52
"10455, Melrose, NY",10455-melrose-ny,92,NA,73
"10462, Westchester Square, NY",10462-westchester-square-ny,95,89,70
"10301, Richmondtown, NY",10301-richmondtown-ny,44,41,38
"11221, Cypress Hills, NY",11221-cypress-hills-ny,81,61,49
"11233, Fort Greene, NY",11233-fort-greene-ny,91,100,65
"10006, Williamsburg, NY",10006-williamsburg-ny,99,100,83
"11360, Bayside, NY",11360-bayside-ny,75,58,47
"10314, Todt Hill, NY",10314-todt-hill-ny,43,55,28
"10018, Upper East Side, NY",10018-upper-east-side-ny,99,100,85
"11213, East Flatbush, NY",11213-east-flatbush-ny,94,100,91
"10003, Lower East Side, NY",10003-lower-east-side-ny,100,100,93
"10309, Prince's Bay, NY",10309-prince-s-bay-ny,61,60,52
"11228, Fort Hamilton, NY",11228-fort-hamilton-ny,44,64,63
"10010, West Village, NY",10010-west-village-ny,98,100,89
"11375, Elmhurst, NY",11375-elmhurst-ny,97,100,56
"11427, Bellerose, NY",11427-bellerose-ny,73,73,29
"10468, Norwood, NY",10468-norwood-ny,97,100,70
"11366, Jamaica Estates, NY",11366-jamaica-estates-ny,85,69,57
"11422, Cambria Heights, NY",11422-cambria-heights-ny,81,59,55
"11365, Kew Gardens Hills, NY",11365-kew-gardens-hills-ny,68,66,57
"11377, Kew Gardens, NY",11377-kew-gardens-ny,90,100,63
"11416, Woodhaven, NY",11416-woodhaven-ny,92,85,56
", Rockaway Beach, NY",#NAME?,84,82,75
"11003, Cambria Heights, NY",11003-cambria-heights-ny,40,40,41
"10462, Unionport, NY",10462-unionport-ny,93,87,62
"11413, Rosedale, NY",11413-rosedale-ny,73,67,55
"10705, North Riverdale, NY",10705-north-riverdale-ny,89,64,60
"11581, Rosedale, NY",11581-rosedale-ny,43,46,45
"10016, Chelsea, NY",10016-chelsea-ny,97,100,95
